CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
76457897010538,59799485010538,2001,39,133,64,1,150,1.0,2001,1,18.7,18.7,318.0,4,3,3,3,15,N,1,0.7363125,11.5783668,5.6849780988,0.20453125,23.75835,23.75835,23.75835,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:14,9,,,,,,17.493570084375,17.493570084375,17.493570084375,275.08289086278,275.08289086278,275.08289086278,135.06569941362497,135.06569941362497,135.06569941362497
76457901010538,59799485010538,2001,39,133,64,2,150,1.0,2001,1,12.6,12.355316513706,701.0,1,6,3,7,23,N,1,3.637929166666667,135.0054722016,66.2876868509856,0.34088541666666666,15.494576086956522,15.494576086956522,15.494576086956522,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:14,9,,,,,,56.368170271875,56.368170271875,56.368170271875,2091.8525611831847,2091.8525611831847,2091.8525611831847,1027.0996075409437,1027.0996075409437,1027.0996075409437
76457898010538,59799485010538,2001,39,133,64,1,270,1.0,2001,1,20.3,19.443873589989,316.0,3,14,3,14,35,Y,1,19.566822916666666,348.7944284825,171.2580643849075,0.5795052083333333,10.18215,10.18215,10.18215,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:14,9,,,,,,199.2323259609375,199.2323259609375,199.2323259609375,3551.477189973087,3551.477189973087,3551.477189973087,1743.7753002767859,1743.7753002767859,1743.7753002767859
76457459010538,59801189010538,2001,39,145,33,2,30,1.0,2001,1,17.8,15.596643174444,931.0,3,4,3,6,23,N,1,2.82253125,33.28780455,16.34431203405,0.306796875,15.494576086956522,15.494576086956522,15.494576086956522,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,515.7804203677125,515.7804203677125,515.7804203677125,253.24818640054684,253.24818640054684,253.24818640054684
76457460010538,59801189010538,2001,39,145,33,2,30,2.0,2001,1,23.4,20.503452263034,931.0,4,4,3,10,33,N,1,9.80931875,107.974702836,53.015579092476,0.4431510416666667,10.79925,10.79925,10.79925,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,105.9332855109375,105.9332855109375,105.9332855109375,1166.045809601673,1166.045809601673,1166.045809601673,572.5284925144215,572.5284925144215,572.5284925144215
76457465010538,59801189010538,2001,39,145,33,3,30,1.0,2001,1,5.0,4.381079543383,,5,7,,,30,,,8.017625,109.26547632,55.28833101792,0.47723958333333333,11.879175,11.879175,11.879175,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,95.242770459375,95.242770459375,95.242770459375,1297.983714663636,1297.983714663636,1297.983714663636,656.7797596197998,656.7797596197998,656.7797596197998
76457466010538,59801189010538,2001,39,145,33,3,30,2.0,2001,1,9.0,7.88594317809,931.0,4,6,3,8,34,N,1,6.768620833333333,74.504646216,36.581781292056,0.37497395833333336,10.481625,10.481625,10.481625,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,70.9461453421875,70.9461453421875,70.9461453421875,780.929762393781,780.929762393781,780.929762393781,383.4365133353465,383.4365133353465,383.4365133353465
76457467010538,59801189010538,2001,39,145,33,3,30,3.0,2001,1,9.0,7.88594317809,,5,5,,,28,,,3.8179166666666666,52.0311792,26.3277766752,0.34088541666666666,12.7276875,12.7276875,12.7276875,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,48.593250234375,48.593250234375,48.593250234375,662.2365891141,662.2365891141,662.2365891141,335.0917140917346,335.0917140917346,335.0917140917346
76457468010538,59801189010538,2001,39,145,33,3,30,4.0,2001,1,11.3,9.901239768046,931.0,4,4,3,7,18,N,1,2.847075,31.338779472,15.387340720752,0.34088541666666666,19.798625,19.798625,19.798625,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,56.368170271875,56.368170271875,56.368170271875,620.464742723826,620.464742723826,620.464742723826,304.6481886773986,304.6481886773986,304.6481886773986
76457461010538,59801189010538,2001,39,145,33,3,150,1.0,2001,1,2.3,2.274553611597,931.0,4,3,3,5,26,N,1,2.4107416666666666,26.535901392,13.029127583472,0.27270833333333333,13.706740384615385,13.706740384615385,13.706740384615385,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,33.043410159375,33.043410159375,33.043410159375,363.720711251898,363.720711251898,363.720711251898,178.58686922468192,178.58686922468192,178.58686922468192
76457462010538,59801189010538,2001,39,145,33,3,150,2.0,2001,1,8.5,8.405958999381,,5,5,,,35,,,4.772395833333333,65.038974,32.909720844,0.34088541666666666,10.18215,10.18215,10.18215,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,48.593250234375,48.593250234375,48.593250234375,662.2365891141,662.2365891141,662.2365891141,335.0917140917346,335.0917140917346,335.0917140917346
76457471010538,59801189010538,2001,39,145,33,4,150,1.0,2001,1,27.5,23.057199448268,,5,5,,,24,,,3.2725,44.5981536,22.5666657216,0.34088541666666666,14.84896875,14.84896875,14.84896875,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,48.593250234375,48.593250234375,48.593250234375,662.2365891141,662.2365891141,662.2365891141,335.0917140917346,335.0917140917346,335.0917140917346
76457472010538,59801189010538,2001,39,145,33,4,270,1.0,2001,1,17.3,16.062646752315,833.0,4,6,4,9,34,N,1,8.993920833333334,130.7419649536,64.1943047922176,0.4431510416666667,10.481625,10.481625,10.481625,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:15,9,,,,,,94.2709054546875,94.2709054546875,94.2709054546875,1370.3882484067776,1370.3882484067776,1370.3882484067776,672.8606299677278,672.8606299677278,672.8606299677278
76457515010538,59804300010538,2001,39,167,404,2,30,1.0,2001,1,7.9,7.9,,5,14,,,22,,,23.518366666666665,320.512063872,162.179104319232,0.9544791666666667,16.198875,16.198875,16.198875,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:14,9,,,,,,380.9710818375,380.9710818375,380.9710818375,5191.934858654544,5191.934858654544,5191.934858654544,2627.1190384791994,2627.1190384791994,2627.1190384791994
76457521010538,59804300010538,2001,39,167,404,3,30,1.0,2001,1,5.4,5.4,407.0,3,9,3,13,38,N,1,18.445991666666668,331.49660544,162.76483327104,0.5454166666666667,9.37829605263158,9.37829605263158,9.37829605263158,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:14,9,,,,,,172.991970834375,172.991970834375,172.991970834375,3108.87330625872,3108.87330625872,3108.87330625872,1526.4567933730316,1526.4567933730316,1526.4567933730316
76457522010538,59804300010538,2001,39,167,404,3,30,2.0,2001,1,7.0,7.0,318.0,4,11,9,13,22,N,1,14.998958333333333,235.85562,115.80510942,0.7499479166666667,16.198875,16.198875,16.198875,,,,,,,2007-11-19 11:54:49,2025-01-13 08:35:14,9,,,,,,242.966251171875,242.966251171875,242.966251171875,3820.5957064275,3820.5957064275,3820.5957064275,1875.9124918559025,1875.9124918559025,1875.9124918559025
