CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,SEGMNT,MEASYEAR,CONDID,SLOPE_BEGNDIST,SLOPE_ENDDIST,SLOPE,HORIZ_LENGTH,HORIZ_BEGNDIST,HORIZ_ENDDIST,CREATED_DATE,MODIFIED_DATE,SEGMNT_STATUS_CD,SEGMNT_NONSAMPLE_REASN_CD,TRANSECT_LENGTH
76460426010538,59801189010538,2001,39,145,33,2,150,1,2001,1,0.0,27.390509305232,55,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:13,,,
76460429010538,59801189010538,2001,39,145,33,3,30,1,2001,1,0.0,27.390509305232,55,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:13,,,
76460428010538,59801189010538,2001,39,145,33,3,150,1,2001,1,0.0,24.268498099388,15,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:13,,,
76460430010538,59801189010538,2001,39,145,33,4,150,1,2001,1,0.0,28.624465060504,65,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:13,,,
76460431010538,59801189010538,2001,39,145,33,4,270,1,2001,1,0.0,25.848791074246,40,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:13,,,
76460674010538,59803170010538,2001,39,157,295,1,150,1,2001,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460675010538,59803170010538,2001,39,157,295,1,270,1,2001,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460677010538,59803170010538,2001,39,157,295,2,30,1,2001,2,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460676010538,59803170010538,2001,39,157,295,2,150,1,2001,2,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460679010538,59803170010538,2001,39,157,295,3,30,1,2001,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460678010538,59803170010538,2001,39,157,295,3,150,1,2001,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460680010538,59803170010538,2001,39,157,295,4,150,1,2001,2,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460681010538,59803170010538,2001,39,157,295,4,270,1,2001,2,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460466010538,59804300010538,2001,39,167,404,1,150,1,2001,1,0.0,25.848791074246,40,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460467010538,59804300010538,2001,39,167,404,1,270,1,2001,1,0.0,24.475293665245,20,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460469010538,59804300010538,2001,39,167,404,2,30,1,2001,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460468010538,59804300010538,2001,39,167,404,2,150,1,2001,1,0.0,25.056735621385,30,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460471010538,59804300010538,2001,39,167,404,3,30,1,2001,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460470010538,59804300010538,2001,39,167,404,3,150,1,2001,1,0.0,25.056735621385,30,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460472010538,59804300010538,2001,39,167,404,4,150,1,2001,1,0.0,25.056735621385,30,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76460473010538,59804300010538,2001,39,167,404,4,270,1,2001,1,0.0,24.475293665245,20,24.0,0.0,24.0,2007-11-19 11:54:49,2025-01-13 08:35:12,,,
76446581010538,59827371010538,2002,39,1,5656,1,30,1,2002,1,0.0,24.268498099388,15,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446582010538,59827371010538,2002,39,1,5656,1,150,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446583010538,59827371010538,2002,39,1,5656,1,270,1,2002,1,0.0,24.11970149069,10,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446584010538,59827371010538,2002,39,1,5656,2,30,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446585010538,59827371010538,2002,39,1,5656,2,150,1,2002,1,0.0,24.268498099388,15,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446586010538,59827371010538,2002,39,1,5656,2,270,1,2002,1,0.0,24.11970149069,10,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446587010538,59827371010538,2002,39,1,5656,3,30,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446588010538,59827371010538,2002,39,1,5656,3,150,1,2002,1,0.0,24.268498099388,15,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446589010538,59827371010538,2002,39,1,5656,3,270,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446590010538,59827371010538,2002,39,1,5656,4,30,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446591010538,59827371010538,2002,39,1,5656,4,150,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
76446592010538,59827371010538,2002,39,1,5656,4,270,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2007-11-19 11:55:02,2025-01-13 08:35:12,,,
42786198020004,59828115010538,2002,39,5,3857,1,30,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:10:21,2025-01-13 08:35:13,,,
42786199020004,59828115010538,2002,39,5,3857,1,150,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:10:21,2025-01-13 08:35:13,,,
42786200020004,59828115010538,2002,39,5,3857,1,270,1,2002,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:10:21,2025-01-13 08:35:13,,,
