CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,CONDID,MEASYEAR,SMALLCT,MEDIUMCT,LARGECT,RSNCTCD,PILESCD,SMALL_TL_COND,SMALL_TL_PLOT,SMALL_TL_UNADJ,MEDIUM_TL_COND,MEDIUM_TL_PLOT,MEDIUM_TL_UNADJ,LARGE_TL_COND,LARGE_TL_PLOT,LARGE_TL_UNADJ,CREATED_DATE,MODIFIED_DATE,FWD_STATUS_CD,FWD_NONSAMPLE_REASN_CD,FWD_SAMPLE_METHOD,SLOPE
76438763010538,59782247010538,2001,39,9,598,150,4,1,2001,19,10,0,0,0,39.8058067569092,39.8058067569092,39.8058067569092,39.8058067569092,39.8058067569092,39.8058067569092,40.27187054032676,40.27187054032676,40.27187054032676,2007-11-19 11:54:48,2025-01-13 08:35:15,,,1,
76438773010538,59784375010538,2001,39,25,401,150,1,1,2001,8,3,2,0,0,29.889363528682974,39.88936352868298,39.88936352868298,29.889363528682974,39.88936352868298,39.88936352868298,30.154891059843813,40.15489105984381,40.15489105984381,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438772010538,59784375010538,2001,39,25,401,150,2,1,2001,27,6,2,0,0,29.889363528682974,39.88936352868298,39.88936352868298,29.889363528682974,39.88936352868298,39.88936352868298,30.154891059843813,40.15489105984381,40.15489105984381,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438771010538,59784375010538,2001,39,25,401,150,4,1,2001,10,1,1,0,0,29.889363528682974,39.88936352868298,39.88936352868298,29.889363528682974,39.88936352868298,39.88936352868298,30.154891059843813,40.15489105984381,40.15489105984381,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438848010538,59784920010538,2001,39,29,606,150,1,1,2001,75,30,0,0,0,29.480152058819268,39.43052396091916,39.43052396091916,29.480152058819268,39.43052396091916,39.43052396091916,30.727787117653016,40.79726645471303,40.79726645471303,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438847010538,59784920010538,2001,39,29,606,150,2,2,2001,55,4,0,0,0,9.950371902099892,39.43052396091916,39.43052396091916,9.950371902099892,39.43052396091916,39.43052396091916,10.069479337060017,40.79726645471303,40.79726645471303,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438845010538,59784920010538,2001,39,29,606,150,3,1,2001,4,0,1,0,0,29.480152058819268,39.43052396091916,39.43052396091916,29.480152058819268,39.43052396091916,39.43052396091916,30.727787117653016,40.79726645471303,40.79726645471303,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438846010538,59784920010538,2001,39,29,606,150,4,1,2001,11,1,0,0,0,29.480152058819268,39.43052396091916,39.43052396091916,29.480152058819268,39.43052396091916,39.43052396091916,30.727787117653016,40.79726645471303,40.79726645471303,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438926010538,59785584010538,2001,39,35,575,150,1,1,2001,19,1,6,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2007-11-19 11:54:48,2025-01-13 08:35:17,,,1,
76438925010538,59785584010538,2001,39,35,575,150,2,1,2001,25,16,5,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2007-11-19 11:54:48,2025-01-13 08:35:17,,,1,
76438924010538,59785584010538,2001,39,35,575,150,3,1,2001,22,12,6,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2007-11-19 11:54:48,2025-01-13 08:35:17,,,1,
76438923010538,59785584010538,2001,39,35,575,150,4,1,2001,20,4,6,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2007-11-19 11:54:48,2025-01-13 08:35:17,,,1,
76438854010538,59786192010538,2001,39,41,574,150,1,1,2001,0,0,0,0,0,20.0,40.0,40.0,20.0,40.0,40.0,20.0,40.0,40.0,2007-11-19 11:54:48,2025-01-13 08:35:17,,,1,
76438853010538,59786192010538,2001,39,41,574,150,2,3,2001,11,3,0,0,0,10.0,40.0,40.0,10.0,40.0,40.0,10.0,40.0,40.0,2007-11-19 11:54:48,2025-01-13 08:35:17,,,1,
76438734010538,59787135010538,2001,39,53,778,150,1,1,2001,20,8,10,0,0,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,40.13895867412003,40.13895867412003,40.13895867412003,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438733010538,59787135010538,2001,39,53,778,150,2,1,2001,32,17,3,0,0,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,40.13895867412003,40.13895867412003,40.13895867412003,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438732010538,59787135010538,2001,39,53,778,150,3,1,2001,8,2,2,0,0,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,40.13895867412003,40.13895867412003,40.13895867412003,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438731010538,59787135010538,2001,39,53,778,150,4,1,2001,28,20,23,0,0,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,39.900743804199784,40.13895867412003,40.13895867412003,40.13895867412003,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438777010538,59788852010538,2001,39,61,506,150,1,1,2001,7,3,0,0,0,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,40.800512009609484,40.800512009609484,40.800512009609484,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438776010538,59788852010538,2001,39,61,506,150,2,1,2001,35,7,1,0,0,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,40.800512009609484,40.800512009609484,40.800512009609484,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438775010538,59788852010538,2001,39,61,506,150,3,1,2001,6,3,6,0,0,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,40.800512009609484,40.800512009609484,40.800512009609484,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438774010538,59788852010538,2001,39,61,506,150,4,1,2001,6,2,0,0,0,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,39.39659528704549,40.800512009609484,40.800512009609484,40.800512009609484,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438844010538,59789167010538,2001,39,67,363,150,1,1,2001,27,3,1,0,0,28.85795070587635,38.85795070587635,38.85795070587635,28.85795070587635,38.85795070587635,38.85795070587635,31.598869011772535,41.598869011772535,41.598869011772535,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438843010538,59789167010538,2001,39,67,363,150,3,1,2001,28,8,1,0,0,28.85795070587635,38.85795070587635,38.85795070587635,28.85795070587635,38.85795070587635,38.85795070587635,31.598869011772535,41.598869011772535,41.598869011772535,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438842010538,59789167010538,2001,39,67,363,150,4,1,2001,10,3,0,0,0,28.85795070587635,38.85795070587635,38.85795070587635,28.85795070587635,38.85795070587635,38.85795070587635,31.598869011772535,41.598869011772535,41.598869011772535,2007-11-19 11:54:48,2025-01-13 08:35:16,,,1,
76438770010538,59790455010538,2001,39,73,197,150,1,1,2001,19,0,7,0,0,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,40.41800499796539,40.41800499796539,40.41800499796539,2007-11-19 11:54:48,2025-01-13 08:35:15,,,1,
76438769010538,59790455010538,2001,39,73,197,150,2,1,2001,17,1,0,0,0,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,40.41800499796539,40.41800499796539,40.41800499796539,2007-11-19 11:54:48,2025-01-13 08:35:15,,,1,
76438768010538,59790455010538,2001,39,73,197,150,3,1,2001,22,2,0,0,0,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,40.41800499796539,40.41800499796539,40.41800499796539,2007-11-19 11:54:48,2025-01-13 08:35:15,,,1,
76438767010538,59790455010538,2001,39,73,197,150,4,1,2001,15,4,6,0,0,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,39.701425001453316,40.41800499796539,40.41800499796539,40.41800499796539,2007-11-19 11:54:48,2025-01-13 08:35:15,,,1,
76438852010538,59792161010538,2001,39,83,604,150,1,1,2001,21,6,3,0,0,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,40.92494168499625,40.92494168499625,40.92494168499625,2007-11-19 11:54:49,2025-01-13 08:35:15,,,1,
76438851010538,59792161010538,2001,39,83,604,150,2,1,2001,28,9,4,0,0,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,40.92494168499625,40.92494168499625,40.92494168499625,2007-11-19 11:54:49,2025-01-13 08:35:15,,,1,
76438850010538,59792161010538,2001,39,83,604,150,3,1,2001,19,11,3,0,0,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,40.92494168499625,40.92494168499625,40.92494168499625,2007-11-19 11:54:49,2025-01-13 08:35:15,,,1,
76438849010538,59792161010538,2001,39,83,604,150,4,1,2001,19,14,1,0,0,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,39.33932736785996,40.92494168499625,40.92494168499625,40.92494168499625,2007-11-19 11:54:49,2025-01-13 08:35:15,,,1,
76438750010538,59792877010538,2001,39,87,319,150,1,1,2001,30,10,0,0,0,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,40.341349877386776,40.341349877386776,40.341349877386776,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438753010538,59792877010538,2001,39,87,319,150,2,1,2001,13,1,0,0,0,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,40.341349877386776,40.341349877386776,40.341349877386776,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438752010538,59792877010538,2001,39,87,319,150,3,1,2001,12,3,0,0,0,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,40.341349877386776,40.341349877386776,40.341349877386776,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438751010538,59792877010538,2001,39,87,319,150,4,1,2001,26,6,0,0,0,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,39.756178659009095,40.341349877386776,40.341349877386776,40.341349877386776,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438922010538,59799485010538,2001,39,133,64,150,1,1,2001,26,7,2,0,0,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,40.42676160017057,40.42676160017057,40.42676160017057,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438921010538,59799485010538,2001,39,133,64,150,2,1,2001,11,4,2,0,0,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,40.42676160017057,40.42676160017057,40.42676160017057,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438920010538,59799485010538,2001,39,133,64,150,3,1,2001,15,10,6,0,0,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,40.42676160017057,40.42676160017057,40.42676160017057,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438919010538,59799485010538,2001,39,133,64,150,4,1,2001,40,8,2,0,0,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,39.69517028559218,40.42676160017057,40.42676160017057,40.42676160017057,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438738010538,59801189010538,2001,39,145,33,150,1,1,2001,28,3,0,0,0,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,46.14475675018606,46.14475675018606,46.14475675018606,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438737010538,59801189010538,2001,39,145,33,150,2,1,2001,7,0,1,0,0,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,46.14475675018606,46.14475675018606,46.14475675018606,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438736010538,59801189010538,2001,39,145,33,150,3,1,2001,28,3,2,0,0,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,46.14475675018606,46.14475675018606,46.14475675018606,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438735010538,59801189010538,2001,39,145,33,150,4,1,2001,8,2,2,0,0,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,35.61088803558126,46.14475675018606,46.14475675018606,46.14475675018606,2007-11-19 11:54:49,2025-01-13 08:35:17,,,1,
76438762010538,59804300010538,2001,39,167,404,150,1,1,2001,23,3,3,0,0,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,42.77262234831744,42.77262234831744,42.77262234831744,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438761010538,59804300010538,2001,39,167,404,150,2,1,2001,35,15,12,0,0,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,42.77262234831744,42.77262234831744,42.77262234831744,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438760010538,59804300010538,2001,39,167,404,150,3,1,2001,24,12,8,0,0,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,42.77262234831744,42.77262234831744,42.77262234831744,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76438759010538,59804300010538,2001,39,167,404,150,4,1,2001,12,5,4,0,0,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,38.01955546548714,42.77262234831744,42.77262234831744,42.77262234831744,2007-11-19 11:54:49,2025-01-13 08:35:16,,,1,
76439839010538,59827371010538,2002,39,1,5656,150,1,1,2002,6,1,0,0,0,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,39.77872705736595,39.77872705736595,39.77872705736595,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439838010538,59827371010538,2002,39,1,5656,150,2,1,2002,5,1,0,0,0,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,39.77872705736595,39.77872705736595,39.77872705736595,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439837010538,59827371010538,2002,39,1,5656,150,3,1,2002,60,3,1,0,0,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,39.77872705736595,39.77872705736595,39.77872705736595,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439836010538,59827371010538,2002,39,1,5656,150,4,1,2002,5,0,1,0,0,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,23.867236234419572,39.77872705736595,39.77872705736595,39.77872705736595,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76440120010538,59828166010538,2002,39,7,5352,150,1,1,2002,7,3,0,0,0,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,39.8058067569092,39.8058067569092,39.8058067569092,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440119010538,59828166010538,2002,39,7,5352,150,2,1,2002,11,1,1,0,0,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,39.8058067569092,39.8058067569092,39.8058067569092,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440118010538,59828166010538,2002,39,7,5352,150,3,1,2002,37,2,2,0,0,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,39.8058067569092,39.8058067569092,39.8058067569092,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440117010538,59828166010538,2002,39,7,5352,150,4,1,2002,5,0,0,0,0,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,23.88348405414552,39.8058067569092,39.8058067569092,39.8058067569092,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439901010538,59829816010538,2002,39,13,2644,150,1,1,2002,8,1,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439900010538,59829816010538,2002,39,13,2644,150,2,1,2002,11,3,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439899010538,59829816010538,2002,39,13,2644,150,3,1,2002,8,2,1,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439898010538,59829816010538,2002,39,13,2644,150,4,1,2002,8,6,1,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440028010538,59832243010538,2002,39,31,4927,150,1,1,2002,8,1,1,0,0,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,39.356989909577464,39.356989909577464,39.356989909577464,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440027010538,59832243010538,2002,39,31,4927,150,2,1,2002,5,3,2,0,0,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,39.356989909577464,39.356989909577464,39.356989909577464,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440026010538,59832243010538,2002,39,31,4927,150,3,1,2002,19,3,2,0,0,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,39.356989909577464,39.356989909577464,39.356989909577464,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440025010538,59832243010538,2002,39,31,4927,150,4,1,2002,85,8,2,0,0,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,23.61419394574648,39.356989909577464,39.356989909577464,39.356989909577464,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440125010538,59832674010538,2002,39,35,5793,150,2,1,2002,40,1,2,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440019010538,59819472010538,2002,39,59,1944,150,1,1,2002,6,8,2,0,0,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2007-11-19 11:55:02,2025-01-13 08:35:17,,,2,
76440018010538,59819472010538,2002,39,59,1944,150,2,1,2002,6,4,0,0,0,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2007-11-19 11:55:02,2025-01-13 08:35:17,,,2,
76439921010538,59821617010538,2002,39,73,4384,150,1,1,2002,8,0,1,0,0,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,39.455149769672936,39.455149769672936,39.455149769672936,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439920010538,59821617010538,2002,39,73,4384,150,2,1,2002,2,1,3,0,0,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,39.455149769672936,39.455149769672936,39.455149769672936,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439919010538,59821617010538,2002,39,73,4384,150,3,1,2002,7,4,1,0,0,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,39.455149769672936,39.455149769672936,39.455149769672936,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439918010538,59821617010538,2002,39,73,4384,150,4,1,2002,13,4,2,0,0,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,23.67308986180376,39.455149769672936,39.455149769672936,39.455149769672936,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439917010538,59822682010538,2002,39,79,2106,150,1,1,2002,11,4,3,0,0,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,39.56198541591829,39.56198541591829,39.56198541591829,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439916010538,59822682010538,2002,39,79,2106,150,2,1,2002,5,6,1,0,0,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,39.56198541591829,39.56198541591829,39.56198541591829,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439915010538,59822682010538,2002,39,79,2106,150,3,1,2002,10,3,0,0,0,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,39.56198541591829,39.56198541591829,39.56198541591829,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439914010538,59822682010538,2002,39,79,2106,150,4,1,2002,8,5,0,0,0,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,23.73719124955098,39.56198541591829,39.56198541591829,39.56198541591829,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440010010538,59823251010538,2002,39,81,2843,150,1,1,2002,11,2,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440009010538,59823251010538,2002,39,81,2843,150,2,1,2002,1,0,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440008010538,59823251010538,2002,39,81,2843,150,3,1,2002,0,0,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440007010538,59823251010538,2002,39,81,2843,150,4,1,2002,10,1,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76440020010538,59825609010538,2002,39,99,5047,150,4,3,2002,11,2,0,0,0,6.0,18.0,24.0,6.0,18.0,24.0,10.0,30.0,40.0,2007-11-19 11:55:02,2025-01-13 08:35:15,,,2,
76439905010538,59826469010538,2002,39,105,2981,150,1,1,2002,6,0,0,0,0,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,37.847653697340505,37.847653697340505,37.847653697340505,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439904010538,59826469010538,2002,39,105,2981,150,2,1,2002,0,0,0,0,0,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,37.847653697340505,37.847653697340505,37.847653697340505,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439903010538,59826469010538,2002,39,105,2981,150,3,1,2002,40,5,0,0,0,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,37.847653697340505,37.847653697340505,37.847653697340505,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439902010538,59826469010538,2002,39,105,2981,150,4,1,2002,9,0,0,0,0,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,22.708592218404302,37.847653697340505,37.847653697340505,37.847653697340505,2007-11-19 11:55:02,2025-01-13 08:35:16,,,2,
76439896010538,59833508010538,2002,39,111,3407,150,1,1,2002,5,8,3,0,0,17.754473118081776,23.746987151348844,23.746987151348844,17.754473118081776,23.746987151348844,23.746987151348844,29.590788530136294,39.57831191891474,39.57831191891474,2007-11-19 11:55:03,2025-01-13 08:35:16,,,2,
